PersonId,Theta
165,2.3851805591
166,0.2120267036
167,-0.850872443
168,0.9689936259
169,-0.308873611
170,0.4452373535
171,-1.176711948
172,-1.008626523
173,-0.443536981
174,0.4394054582
175,0.797963612
176,1.5740826364
177,0.1516663466
178,-0.155023786
179,0.3023477624
180,-0.652707172
181,0.9909696559
182,0.4116333796
183,-1.131753836
184,0.8275667747
185,-0.977486285
186,1.4130205789
187,-1.868488321
188,-1.123426001
189,0.1994918031
190,-2.599080847
191,1.2100998608
192,0.2299256189
193,0.8170218212
194,-0.923665017
195,-1.070044123
196,-1.180411425
197,0.1256237174
198,-0.31531315
199,0.9537190646
200,0.8618644517
201,0.8444836731
202,0.1750076978
203,0.7249382388
204,1.2876461783
205,0.245418638
206,-0.034077451
207,0.1547669235
208,0.6107109895
209,-0.785965509
210,1.466221783
211,-0.707368835
212,0.9726997726
213,0.6481602651
214,0.131085382
215,-0.282209447
216,1.8024108558
217,1.6012046897
218,-1.110006195
219,0.8606710051
220,-1.535711641
221,-0.237844137
222,0.3235839439
223,0.1170643544
224,1.4875622935
225,0.2424130051
226,2.2022437024
227,-0.440172168
228,-1.446910146
229,0.280904904
230,0.6669230871
231,0.0131198747
232,-1.380807706
233,1.6193442849
234,0.8504590557
235,0.4752560484
236,-0.590486197
237,0.702083569
238,-1.948279058
239,-0.386669477
240,-2.349289063
241,-0.37195847
242,-0.175592701
243,0.7001549548
244,-0.370354029
245,-0.605860497
246,0.7839461511
247,-0.783180525
248,0.3774896867
249,-0.33049135
250,1.3604252136
251,-0.961498155
252,0.2522976485
253,0.1376122045
254,-1.403201373
255,0.2554365183
256,1.2372234914
257,-1.648642594
258,0.2096170765
259,0.0206890866
260,0.7782531843
261,-0.765354103
262,-0.262199535
263,-0.645669247
264,0.426907699
265,2.508278418
266,-0.241186902
267,1.4858356434
268,0.3372532632
269,0.3806445064
270,1.6002673071
271,-0.247004912
272,-1.792046299
273,-1.573440338
274,-0.020345288
275,-0.479086627
276,0.1565884105
277,0.6437858784
278,-0.549817173
279,-0.208641793
280,0.7909337668
281,-0.137189163
282,-1.55956277
283,-1.580163757
284,-1.177804518
285,2.1224918628
286,1.3963044463
287,-0.385145725
288,0.3463613752
289,1.3653593094
290,-1.217945616
291,-0.343622687
292,0.1970250931
293,2.0808373227
294,1.1156570507
295,-0.091012694
296,0.8069541031
297,1.020481118
298,0.580454875
299,1.3728407778
300,1.0192431737
301,0.1341575251
302,-0.377074936
303,-1.673146632
304,-0.338813202
305,0.3064607121
306,0.5397212197
307,-1.710262181
308,0.0098814747
309,-0.343530091
310,-1.043238585
311,1.2583402744
312,0.0525523687
313,-0.27680851
314,0.1311998102
315,0.2178392417
316,-0.33152097
317,0.1765954351
318,1.1257479471
319,0.0533001408
320,0.9900011882
321,-2.285077258
322,0.0871271133
323,-0.229415267
324,0.5430115718
325,-0.892707502
326,0.012780731
327,-1.536768296
328,-0.245006964
329,-0.650223587
330,0.4301257551
331,1.8012930253
332,0.2586481034
333,0.1382572879
334,0.4192174128
335,-3.138927146
336,-0.301526243
337,-2.477156608
338,-0.066864291
339,-1.374979038
340,-0.356035143
341,0.8493096303
342,-0.341763113
343,-0.921606451
344,-0.017390369
345,-0.162786076
346,0.9148522953
347,3.027266904
348,-0.902267813
349,0.6823106987
350,0.5379970701
351,0.2064171819
352,-1.465375888
353,-0.014767382
354,0.3144059952
355,2.0401786723
356,0.4154538832
357,0.4211692933
358,0.1771834535
359,0.0048537827
360,-0.717390836
361,-0.06023745
362,-1.707176037
363,-0.046720167
364,-0.676742322
365,0.8528603458
366,1.4075331179
367,-0.521785625
368,0.0524697307
369,0.7481184309
370,-0.734616456
371,-0.715308634
372,-0.760997542
373,0.4418014039
374,0.1422883088
375,-0.096381667
376,0.6282444876
377,-0.484827458
378,1.3241824525
379,0.0595615328
380,1.1642230554
381,-0.710298927
382,-0.908552114
383,0.5197273258
384,0.3297054115
385,1.8730745869
386,-0.677494088
387,0.344065363
388,-0.501828235
389,-0.417127495
390,-0.367961441
391,-1.360557249
392,0.1840643775
393,-0.124569821
394,-1.915474957
395,1.7666921522
396,-1.451477558
397,0.510464562
398,-0.665668263
399,-1.142445983
400,-0.002462623
401,1.0723483942
402,-1.077823443
403,-1.241472066
404,0.5223834761
405,-0.04389733
406,-0.353830013
407,0.4537354148
408,-0.042071873
409,1.5143832535
410,0.1828917421
411,-0.398412735
412,1.578337851
413,0.3246084692
414,0.0454903635
415,-2.29162252
416,2.0023200141
417,-1.318878835
418,1.1143413192
419,0.812122118
420,0.6295690173
421,0.1409008076
422,-0.491987361
423,0.9075497547
424,-0.956593326
425,-0.194010241
426,0.7270888635
427,-0.465169974
428,-0.592379604
429,-1.016202011
430,-1.131914389
431,1.0571617371
432,1.0690716704
433,-1.743347621
434,-0.431225367
435,0.5904934525
436,0.571441587
437,-0.318659018
438,0.408202376
439,0.6567175501
440,-0.238057433
441,-0.295072703
442,0.4773082827
443,1.482525887
444,1.2828307175
445,-1.966486023
446,1.6273149445
447,-0.282095052
448,0.9247458207
449,-0.223852125
450,-0.651274309
451,0.2486876965
452,-0.286854036
453,0.9773815146
454,-0.60171481
455,0.7123156496
456,2.0484944039
457,1.4220261652
458,-0.774867957
459,0.0178828491
460,-0.367453863
461,-0.064920403
462,-0.402929211
463,0.7897233958
464,-0.574466498
465,0.1678304875
466,1.1174670853
467,0.9202572956
468,0.5746803159
469,0.5245192035
470,0.3500016066
471,0.8913294237
472,-1.426194892
473,-1.13532164
474,0.7968038739
475,0.3002644682
476,-0.858732624
477,-0.302866407
478,-0.084835769
479,-0.650933157
480,-1.848364233
481,-0.751017222
482,1.8949155902
483,-1.745067578
484,-1.363366399
485,-2.023271026
486,-1.561651605
487,1.1704196171
488,-1.081482544
489,-1.1903027
490,-0.350947432
491,0.9527741408
492,-0.41111136
493,-1.79432801
494,1.0834712912
495,0.3977949004
496,0.9170487776
497,1.1503680326
498,1.0404856788
499,0.0001141526
500,1.5452759078
501,-0.047092148
502,0.2971219589
503,2.2270368935
504,0.5724797992
505,0.4612641139
506,-0.264719573
507,-0.175165976
508,0.2534687716
509,-1.141018512
510,1.2112555905
511,-0.296361606
512,1.4178969253
513,0.2583992083
514,0.9697340521
515,-1.009398783
516,-0.478677344
517,-1.187814635
518,-1.881637398
519,-0.638336383
520,-1.385802541
521,-2.037460849
522,0.1691464721
523,-0.595147797
524,2.3631935551
525,-1.21909513
526,0.6580665305
527,-2.043779855
528,0.903567151
529,-0.092795253
530,0.2997032714
531,-0.711037431
532,0.3518861391
533,1.1575962075
534,0.6608388591
535,-1.523492136
536,0.7843507398
537,-0.62998042
538,0.8118563772
539,-0.906668985
540,-1.052123705
541,-0.724772112
542,1.9796872248
543,-0.048483102
544,-0.550607486
545,-0.461259875
546,-1.772825486
547,-0.322379959
548,0.3724665157
549,-0.585247824
550,0.3044051248
551,0.8540899696
552,-0.501272066
553,-0.596199333
554,-0.573028561
555,-0.650717114
556,-1.477067014
557,-0.959143486
558,0.3336941773
559,1.2174637565
560,0.228146807
561,-0.550827423
562,-1.416965833
563,-0.616724053
564,-0.101156802
565,-0.985252194
566,0.8796504779
567,0.5811926431
568,-0.860216407
569,-0.861629593
570,-1.452114501
571,1.1395963744
572,-2.435730559
573,-0.786212856
574,1.1330664407
575,-1.944083064
576,1.0193383041
577,-0.555736987
578,0.5891673379
579,-0.756342007
580,0.0258431992
581,-0.513181928
582,1.7075345961
583,-1.538623179
584,0.5429180662
585,-1.044593946
586,-0.326324362
587,0.9288648459
588,1.0573983317
589,-0.519735109
590,0.277181154
591,-0.094218389
592,-0.200294008
593,1.6767316111
594,1.384925006
595,0.7551808908
596,-0.318837532
597,-1.062947415
598,1.3718248846
599,1.0237645263
600,0.6980482708
601,0.6284420327
602,-0.322036076
603,-0.966133942
604,-0.881190089
605,0.7360344922
606,-0.585547364
607,0.6265424022
608,-1.074736023
609,-0.178330962
610,-0.532973407
611,-0.937326902
612,0.7620109186
613,-2.264647554
614,-1.291377946
615,-1.089708057
616,-0.052275792
617,1.993488956
618,-0.334685908
619,-0.986834351
620,-1.265661052
621,-1.105544227
622,0.4646285764
623,0.0087518641
624,0.5554896151
625,-0.284246007
626,1.177558528
627,-0.347124814
628,0.776336201
629,2.1622540252
630,1.8774351327
631,-0.846478995
632,1.3421749229
633,0.5324638548
634,-1.737252244
635,0.4449477532
636,1.6635381391
637,-0.2649814
638,0.7179926414
639,-0.870010813
640,-1.728686582
641,-0.3661791
642,-0.605125157
643,-0.047723944
644,0.3177402311
645,0.2969740467
646,-1.111697319
647,1.02806525
648,0.381054337
649,0.2986581037
650,2.1118057311
651,0.1322459132
652,0.1810343264
653,2.6389844126
654,-1.209985786
655,-0.852314414
656,0.7818885853
657,-0.735111295
658,0.0318572688
659,0.4253111548
660,-1.356054369
661,0.0385039049
662,-0.098813245
663,-0.177921208
664,-0.242936993
665,1.3281716539
666,0.0500308062
667,-0.373430038
668,-0.824423777
669,0.1824216178
670,-0.532860517
671,-0.19431263
672,1.0114393646
673,-1.261984441
674,0.9508898575
675,-0.515601985
676,0.0492080333
677,1.4270463004
678,0.0855813903
679,-1.326939971
680,-1.345134047
681,2.6914664828
682,-0.193268858
683,0.6995956204
684,0.1782848722
685,0.3369469641
686,-0.61207277
687,-0.89129959
688,-1.708391726
689,-0.616380097
690,0.7520740574
691,1.8663990303
692,-0.340362061
693,-0.108999273
694,-1.450344724
695,1.2651984031
696,-0.053534325
697,1.4504256312
698,0.1802576497
699,0.6908629249
700,1.387539104
701,1.2849114179
702,-0.118780411
703,0.3290716597
704,0.9690707644
705,0.9270756695
706,0.7072552511
707,0.083129031
708,-1.297285443
709,1.142496007
710,-0.3862757
711,-0.611726934
712,-0.233818012
713,0.4193501286
714,0.5639729943
715,0.1158079199
716,0.2768149238
717,-0.439394505
718,-0.205792061
719,-0.516092439
720,0.4976289061
721,-0.124137152
722,-1.887044379
723,-0.748731794
724,0.2072185254
725,-0.017778669
726,0.0259596677
727,-0.936949243
728,-0.80354521
729,0.3447765653
730,0.9473513267
731,-0.838638944
732,0.5864372111
733,-0.36191281
734,0.4838097407
735,0.4625968618
736,-1.187601653
737,-0.805107227
738,0.9751906246
739,-0.118204731
740,-1.356757375
741,0.8716936953
742,0.1380584225
743,-0.370468914
744,0.1746543944
745,0.0973377634
746,-0.621359621
747,0.1863449183
748,-1.366870156
749,1.363279056
750,0.978618927
751,0.1075903052
752,-0.288084814
753,-0.63175855
754,-0.008926579
755,-0.716598329
756,0.8782671629
757,1.5108591074
758,-1.056293188
759,1.7463535182
760,0.0417891352
761,-0.528321402
762,-0.457546325
763,-0.306378607
764,-1.181094102
765,0.8923640461
766,0.5682905122
767,-1.084404709
768,0.9406941399
769,1.2569322322
770,-0.169383547
771,0.6264757767
772,-0.648153561
773,-0.827354779
774,0.0357414755
775,0.1061346985
776,1.2956443146
777,-1.30329079
778,0.0778174523
779,-0.173465365
780,-0.837646474
781,0.7846797165
782,0.9978923266
783,-0.902781411
784,0.0144009788
785,-2.587869535
786,-0.203608881
787,-0.453198017
788,-0.936189514
789,0.4388847396
790,-1.124655907
791,0.3429478472
792,-0.771313302
793,0.6080267279
794,1.8793376217
795,-2.581112758
796,-0.771747631
797,-2.303596132
798,0.3362049916
799,0.4244083211
800,0.6683234922
801,0.7187654673
802,-0.889547364
803,0.6374894642
804,0.6923754946
805,-0.857283292
806,1.0943222169
807,0.7363349174
808,0.8100104001
809,0.3613096635
810,-0.562559974
811,-1.36317021
812,-1.04658961
813,-1.148469595
814,0.1264196385
815,-0.789141285
816,-1.259959857
817,0.9981585704
818,-0.622752233
819,1.1837261854
820,0.2210023053
821,0.3669572334
822,-1.040609615
823,0.7737070035
824,-0.185494977
825,0.4646475108
826,1.6887792681
827,-1.226335302
828,-0.76626014
829,0.4572957442
830,-0.18275105
831,0.5160656366
832,-0.206472185
833,-0.515554863
834,-0.154629154
835,0.0602861674
836,0.8429934918
837,-0.433782159
838,0.8169961051
839,-0.350412211
840,-0.834177722
841,1.258934481
842,0.4240622169
843,2.1995898069
844,0.8435803267
845,-2.06028332
846,-0.137044976
847,-0.243500111
848,-0.493360432
849,-1.359751336
850,-3.213192712
851,1.4818263906
852,0.1691322136
853,-0.332321698
854,0.4355774165
855,-0.369312801
856,-3.558149836
857,-0.258637038
858,0.3623697255
859,-1.12908428
860,1.0001222707
861,-0.700825806
862,-1.344114291
863,-1.205879959
864,0.2271140295
865,-0.905601446
866,-0.237236062
867,0.2687735019
868,-1.072486898
869,-2.277285662
870,-1.489439831
871,-0.090753852
872,0.2196838229
873,1.0671954147
874,-0.270238887
875,-0.206564063
876,-0.152313731
877,0.3840814292
878,-1.357247866
879,-0.243991106
880,-1.099669692
881,-1.717756011
882,-1.004246856
883,0.264698306
884,-2.151931713
885,-0.032405259
886,1.2029291935
887,0.6426629462
888,0.7067057532
889,-0.778936958
890,-0.70786724
891,1.3499936839
892,-0.719294969
893,-1.53928752
894,-3.187529765
895,0.1163409947
896,-0.335355739
897,-0.276081063
898,1.0334077816
899,-1.068867501
900,0.0973017486
901,0.5616523408
902,0.2978509327
903,0.4850457013
904,-1.389904493
905,-0.367402664
906,-0.302189158
907,1.7040431072
908,0.1804561978
909,-1.369223619
910,-0.644325041
911,0.7670404056
912,-0.061651049
913,-0.673672333
914,-0.174163417
915,-1.481086867
916,1.0131124237
917,0.6333918449
918,-1.026703006
919,-2.249610421
920,0.0556447587
921,-1.605145219
922,0.3915125734
923,1.9844621303
924,-0.97182511
925,1.7372873576
926,0.739799492
927,1.7276915114
928,1.5927198379
929,-0.354233337
930,-0.105459495
931,-0.530171857
932,-2.820314353
933,1.4072693958
934,-1.163849162
935,-0.818480529
936,1.0575866165
937,1.5648369149
938,-0.552622439
939,1.4709639831
940,0.8399844214
941,-1.734794406
942,-0.252512157
943,0.1650340661
944,-0.09621928
945,1.6364382225
946,-0.643822696
947,1.2729852798
948,-0.508419913
949,1.0719797285
950,0.079509551
951,-0.603992675
952,-2.261241884
953,-0.674388423
954,0.3744453212
955,1.2316731185
956,0.6635344179
957,-0.521174131
958,-1.249234995
959,0.2104086001
960,-0.521464927
961,1.3887095706
962,-0.287509194
963,-0.59682864
964,-0.125993899
965,-0.708024894
966,-0.452754146
967,1.15209639
968,-0.37726172
969,-0.289411102
970,0.9807956824
971,-0.458002227
972,-0.72767272
973,-0.121152457
974,0.7247302174
975,-0.675204218
976,1.4863471492
977,0.7350163645
978,1.3536741613
979,1.0824641084
980,-2.0725498
981,-0.365347436
982,-0.958664955
983,1.757669149
984,-0.625286581
985,-1.45078773
986,0.4745465635
987,2.0310809893
988,1.6132042101
989,-0.423093865
990,0.8196040853
991,0.5282033421
992,1.0728361669
993,0.4662913238
994,-0.346000421
995,2.0436097345
996,-0.177367722
997,1.0726140274
998,0.942413988
999,-1.559260774
1000,-0.637458926
1001,0.0290946182
1002,0.0273436341
1003,0.1425167323
1004,1.8560292498
1005,0.6421064789
1006,-0.372965059
1007,0.6355314454
1008,1.4479012431
1009,-0.350904119
1010,-0.152517384
1011,-1.168808611
1012,-1.756830258
1013,0.1237926277
1014,0.7181483368
1015,-0.654466478
1016,-0.629692589
1017,0.4472530413
1018,-0.580715552
1019,-0.791853965
1020,-0.684302246
1021,1.1595497915
1022,-0.80679135
1023,-0.125899617
1024,0.3336256705
1025,-1.05530569
1026,2.3087862479
1027,-0.246929004
1028,-0.847512805
1029,-0.046816725
1030,0.7744369412
1031,0.2045533536
1032,-0.616798122
1033,-0.442909366
1034,-0.682473298
1035,-0.210432511
1036,-0.080292355
1037,0.0999337192
1038,1.496735629
1039,0.1965596192
1040,1.1977558588
1041,0.1495020024
1042,0.0640351522
1043,-0.739520465
1044,0.291101202
1045,-0.133479702
1046,-0.040461104
1047,2.0335373849
1048,-1.08979762
1049,-0.292881313
1050,-0.866657278
1051,1.0758609683
1052,1.7317225994
1053,-0.936925453
1054,-0.244396565
1055,-1.135012433
1056,0.9024786304
1057,0.1345585981
1058,0.3256154862
1059,2.49116947
1060,-0.398071312
1061,0.5271713324
1062,1.5564427899
1063,0.5337726024
1064,-0.496582005
1065,-1.710928226
1066,0.1489346566
1067,0.9043834426
1068,0.8059961376
1069,-0.091209459
1070,-0.222696646
1071,-1.260904036
1072,-0.529794344
1073,0.8106072791
1074,0.0381794734
1075,0.8116577419
1076,1.2646995906
1077,0.8060286784
1078,-0.233648815
1079,0.36825308
1080,0.7044534022
1081,-1.514911695
1082,0.1262996949
1083,0.045243776
1084,-1.528006269
1085,-1.241078034
1086,-2.092555727
1087,-1.133697962
1088,1.1863882167
1089,2.8789455127
1090,0.3527951001
1091,1.3526349365
1092,1.995905651
1093,0.1667867481
1094,1.0211295073
1095,0.5830313285
1096,1.1074026198
1097,-0.040585902
1098,0.019453331
1099,1.1944781739
1100,0.9765905887
1101,-1.524776909
1102,1.8927091491
1103,-1.000002008
1104,-0.117670291
1105,0.5745840751
1106,1.3810755322
1107,-0.745319114
1108,0.2953376162
1109,0.4821327351
1110,0.1117086466
1111,-0.243649486
1112,0.2453365342
1113,-1.169516747
1114,0.6091617293
1115,-0.903192733
1116,0.4427150221
1117,0.313798488
1118,-0.395988722
1119,1.0562371814
1120,1.3494914067
1121,-1.219695286
1122,0.4724834036
1123,-0.537494494
1124,1.4901135314
1125,3.0012274853
1126,-0.456943868
1127,-0.808355831
1128,-0.283041306
1129,-0.05442343
1130,-0.887438312
1131,1.1186024498
1132,-0.583719459
1133,-1.645786886
1134,-1.109339789
1135,0.899767964
1136,-0.465720934
1137,-0.354446181
1138,-0.930130061
1139,0.708645373
1140,1.4647863849
1141,-0.542570042
1142,-1.067994258
1143,-1.429023861
1144,0.5900752243
1145,0.2273863225
1146,2.2576754674
1147,0.5651420898
1148,-0.03793657
1149,-0.043309817
1150,1.9138346227
1151,0.3391698181
1152,0.9184822226
1153,-1.191007905
1154,-0.096257247
1155,-0.508374136
1156,-2.460286607
1157,-1.331336303
1158,-0.272492559
1159,0.4096647936
1160,1.6539870665
1161,-0.738420342
1162,-0.169358226
1163,0.1570780376
1164,-0.786966049
1165,1.4250914492
1166,1.6109142945
1167,-1.306638468
1168,-0.510386516
1169,0.0968659658
1170,-0.068640835
1171,0.4500643713
1172,-0.221010378
1173,-0.463831713
1174,-0.28452987
1175,-2.073997394
1176,-0.675154411
1177,-0.497999695
1178,-0.106143693
1179,0.9697366548
1180,0.1349271552
1181,0.3772059432
1182,-0.368783963
1183,-0.776900428
1184,-0.325380695
1185,-0.782789686
1186,-1.213092429
1187,-0.087991408
1188,0.3933163275
1189,-2.537078689
1190,0.9572418993
1191,-0.587975708
1192,-1.101970686
1193,-0.700172097
1194,-1.922962556
1195,-0.82576417
1196,0.7487591756
1197,0.0053741008
1198,-1.819461665
1199,-0.267846624
1200,-0.20824767
1201,-0.191783276
1202,0.6633532817
1203,-0.705496092
1204,-0.032584034
1205,0.0836689033
1206,-1.492685383
1207,-0.560292456
1208,1.1904811111
1209,0.0807145796
1210,0.3911447832
1211,-1.96149301
1212,-0.628580347
1213,-0.940900553
1214,0.5556412416
1215,0.3733899608
1216,0.4921070053
1217,0.0993991293
1218,1.489125316
1219,-1.272799438
1220,0.929757646
1221,0.3549188104
1222,1.5175388552
1223,-0.976892016
1224,1.2633673039
1225,0.307197427
1226,0.2687211748
1227,-0.075543077
1228,-1.868362806
1229,-0.882165206
1230,0.9400923199
1231,-0.182638866
1232,-1.257514636
1233,0.3607893785
1234,-0.986974679
1235,-0.003364842
1236,-1.076421559
1237,-0.339904286
1238,-0.221620316
1239,-0.528074671
1240,1.1647192167
1241,-1.733351547
1242,0.2117816827
1243,2.0396490637
1244,-1.221575117
1245,0.7610508634
1246,0.4330341425
1247,0.6306524697
1248,-0.356058163
1249,0.6761866455
1250,0.5371167373
1251,1.8870157491
1252,2.2619441923
1253,0.6234423322
1254,-0.14363624
1255,0.6222856824
1256,1.8835995438
1257,-1.670069952
1258,2.0392502995
1259,-1.301087713
1260,-0.982417982
1261,-2.441851467
1262,0.4639050372
1263,-1.261968931
1264,0.8316196697
1265,0.627544179
1266,-0.905332844
1267,1.2810845625
1268,-0.059717873
1269,0.2796315977
1270,0.4669768924
1271,0.0271162419
1272,1.5919687588
1273,0.0523901296
1274,0.5857757703
1275,0.5009381504
1276,2.0826513388
1277,-0.28879477
1278,-0.491407122
1279,0.5830017707
1280,0.411682236
1281,1.4818494443
1282,-0.334952568
1283,1.2787343948
1284,1.1176516639
1285,-0.005444556
1286,0.9371253735
1287,0.2668308688
1288,-0.60632722
1289,-0.79777904
1290,0.9916867838
1291,-0.153383382
1292,-1.668727762
1293,-1.738571404
1294,0.8017189478
1295,1.3174036136
1296,0.0443164143
1297,1.2172904181
1298,0.0427360223
1299,-0.741380965
1300,-1.17707947
1301,-0.331806975
1302,-0.642311344
1303,-1.585724641
1304,0.8458776139
1305,1.3367694544
1306,0.2712637013
1307,-0.4898662
1308,-0.412814353
1309,-1.21051848
1310,0.7308973485
1311,0.6797272799
1312,0.0161451574
1313,-0.64210952
1314,2.1847515086
1315,-1.130324544
1316,-0.709582041
1317,0.1690537233
1318,2.5434030027
1319,0.375107954
1320,1.0786111988
1321,-0.148372574
1322,-0.439364723
1323,2.8147365191
1324,1.5133140066
1325,0.4557326141
1326,-0.855786325
1327,-0.053513397
1328,1.874855227
1329,-1.029711893
1330,-0.396501863
1331,-0.032713091
1332,-0.116456294
1333,-0.106400009
1334,0.658391203
1335,-1.41382834
1336,-0.588873522
1337,1.2277669725
1338,0.3740499657
1339,-1.06498145
1340,1.2889843272
1341,0.3472922427
1342,-0.33964742
1343,0.7526682063
1344,-0.004735497
1345,1.52246488
1346,-1.712883549
1347,-0.141163446
1348,-0.872383652
1349,-0.734900011
1350,-0.014135211
1351,-0.407498324
1352,0.9680397766
1353,1.3572126388
1354,0.0729817661
1355,0.7634372583
1356,1.411266349
1357,0.887754101
1358,1.0617662251
1359,-1.773698791
1360,0.0470014467
1361,0.1596710616
1362,1.20316643
1363,0.1512547175
1364,0.1727632775
1365,1.4484144683
1366,0.1509017136
1367,0.9232801528
1368,0.4555873032
1369,2.0560703195
1370,-0.105404317
1371,0.0190844972
1372,0.792729858
1373,0.5283170522
1374,-1.046824952
1375,1.6160619547
1376,1.311660745
1377,-0.145420895
1378,-0.106472714
1379,-0.204320623
1380,-0.276749177
1381,-0.705977892
1382,0.9038880704
1383,2.4100722421
1384,0.5153836048
1385,-0.255332365
1386,0.9059932856
1387,1.3690892249
1388,-0.437660255
1389,-1.215585615
1390,-0.198041861
1391,1.2637242498
1392,-2.428644363
1393,-1.003599193
1394,-0.845602043
1395,1.1009570115
1396,1.8700607941
1397,-0.432386806
1398,-0.527158424
1399,-0.305430101
1400,2.2016439247
1401,-1.821546476
1402,-0.082417885
1403,0.6306621837
1404,0.5648305277
1405,1.6747797155
1406,-0.542581792
1407,-1.342465188
1408,1.361052527
1409,-0.791272237
1410,-0.979202774
1411,0.1775677708
1412,1.8183036452
1413,0.4301412802
1414,-0.678416235
1415,-0.463166018
1416,-1.018649588
1417,-0.729512101
1418,2.3322809543
1419,-0.985951006
1420,0.2181257981
1421,1.9955827429
1422,0.4874055885
1423,0.1667578116
1424,-1.113855965
1425,0.0470622716
1426,-1.116745539
1427,0.9268906846
1428,-1.295997272
1429,-1.500139556
1430,0.2623763047
1431,0.4266274031
1432,1.129837554
1433,-1.413616989
1434,-1.233867838
1435,0.4216660322
1436,-1.652048123
1437,0.6039584944
1438,-0.533207207
1439,-0.327255522
1440,-0.15447871
1441,0.0726738129
1442,-0.478756443
1443,-0.003777774
1444,-0.833428564
1445,-1.736313079
1446,0.2013244944
1447,1.4818640408
1448,0.4882148043
1449,-0.692374886
1450,-0.210865477
1451,-0.116454639
1452,-1.67480005
1453,-1.128695496
1454,-0.12767516
1455,-0.446552325
1456,-0.510981982
1457,-1.363841445
1458,-1.512809773
1459,-2.296690215
1460,0.1060231361
1461,0.2865699437
1462,0.2546578534
1463,-0.467683352
1464,1.9369606232
1465,2.5692315447
1466,-0.927441724
1467,-0.689708452
1468,-0.114730466
1469,0.5648578694
1470,-1.265953372
1471,0.8958973924
1472,0.2611139725
1473,-0.681880865
1474,2.1619004099
1475,0.1800693093
1476,1.2814104117
1477,0.3532772608
1478,-0.359000226
1479,1.2606359786
1480,-0.325449027
1481,1.1555238245
1482,-0.388115727
1483,-1.246331599
1484,-0.187744004
1485,0.685620228
1486,1.960937324
1487,1.1990286865
1488,-1.413901758
1489,0.0678244581
1490,-0.433468449
1491,1.6053681515
1492,3.1055156001
1493,-1.359854373
1494,-0.432488996
1495,0.7706543593
1496,1.6017118616
1497,-0.316069189
1498,0.3072285872
1499,-0.567341666
1500,-0.824518319
1501,0.0754302566
1502,0.802120759
1503,-0.285686834
1504,-1.207369347
1505,-2.014431725
